DATE,GDP,USJO,USE,USU,USP,FFR,Inflation,DJIA,GSADF_Stat,Log_GDP,Log_DJIA,Log_USJO,Log_USU,Log_USP,Log_Inflation
2015-01-01,4666655.3,4818.0,148714.6667,8666.333333,321168.0,0.11,235.355,17823.07,1.7143231250381619,15.35595316319417,9.788248964525536,8.480114183174816,9.06720106601892,12.679719629690707,5.461095012575804
2015-04-01,4695560.8,5077.0,148945.6667,8543.666667,321744.0,0.123333333,236.96,17776.12,1.6433652149228895,15.362128109710751,9.785611262531694,8.532475814947395,9.052945546745102,12.681511477265849,5.467891350519489
2015-07-01,4714354.5,5507.0,149612.3333,8022.0,322428.0,0.136666667,237.855,17619.51,1.5203007247890887,15.366122561178086,9.776762089795879,8.613775289262481,8.989943046329998,12.683635134478722,5.47166124430964
2015-10-01,4723051.5,5246.0,150936.6667,7943.0,323110.0,0.16,237.837,16284.7,0.8829705974901975,15.367965652905191,9.69798129568004,8.56522116042682,8.980046316633132,12.685748101503869,5.471585565088596
2016-01-01,4750422.5,5497.0,151143.0,7763.333333,323689.0,0.36,237.6893333,17425.03,1.3340535462243759,15.373744119423662,9.765662957291518,8.61195776786066,8.95716707416734,12.687538457254757,5.470964498727363
2016-04-01,4765677.3,5301.0,151698.0,7821.0,324265.0,0.373333333,239.5903333,17685.09,1.4209781034479785,15.376950225578025,9.780477190685156,8.575650760987806,8.964567702601611,12.68931636171009,5.478930520268809
2016-07-01,4799484.5,5375.0,151968.0,7792.666667,324926.0,0.396666667,240.6073333,17929.99,1.4492443166921973,15.384019074277441,9.794230008874539,8.589513852995864,8.960938399542382,12.691352743078353,5.483166282294716
2016-10-01,4826088.0,5107.0,152565.6667,7628.333333,325557.0,0.45,242.1346667,18308.15,1.5394859787103536,15.389546759563652,9.81510159487958,8.538367426647644,8.939624664375936,12.693292840507256,5.4894940453494065
2017-01-01,4849585.8,5120.0,153214.0,7306.666667,326053.0,0.7,243.8386667,19762.6,1.9799944939783396,15.394403857204846,9.891546541593478,8.540909718033554,8.896542452439462,12.694815223821804,5.496506804553542
2017-04-01,4876737.3,5547.0,153786.0,6987.333333,326554.0,0.95,244.12,20663.22,2.1996374502594844,15.399986968160421,9.936110587257208,8.621012520055235,8.851854265014307,12.696350604528481,5.497659907676295
2017-07-01,4915191.5,5690.0,153772.6667,6942.666667,327140.0,1.153333333,245.287,21349.63,2.3265438470455595,15.407841273164513,9.968789688295828,8.646465527120377,8.845441225662693,12.698143492812516,5.502428953529066
2017-10-01,4970588.0,5855.0,154945.3333,6702.0,327692.0,1.203333333,247.2383333,22405.09,2.5962673179198212,15.419048700933907,10.017043444172675,8.675051276031818,8.810161268297255,12.699829421816439,5.5103527835452475
2018-01-01,5011019.3,6029.0,155575.3333,6514.0,328091.0,1.446666667,249.3216667,24719.22,3.2017774722944012,15.427149905461086,10.11533635767575,8.704336438489406,8.781708985836179,12.701046287911582,5.5187438969014595
2018-04-01,5037619.0,6284.0,155888.3333,6367.333333,328526.0,1.736666667,250.679,24103.11,2.914179257088004,15.432444107786845,10.090096156796227,8.745761999375512,8.758936031874223,12.702371261415584,5.524173236199005
2018-07-01,5069038.5,6544.0,156643.0,6141.333333,329040.0,1.923333333,251.6863333,24271.41,2.84297834916479,15.43866171261207,10.097054393448444,8.786303878282583,8.722797152778135,12.703934602904306,5.528183603090623
2018-10-01,5076218.5,6688.0,156683.6667,6238.333333,329522.0,2.22,252.711,26458.31,3.755225617808524,15.440077152595256,10.18332556563673,8.808070154764538,8.738468331616987,12.705398398525872,5.532246543324076
2019-01-01,5103787.5,6808.0,156892.6667,6271.0,329868.0,2.403333333,253.3856667,23327.46,2.453814509640479,15.445493469127504,10.057386486392314,8.82585367025321,8.74369111054302,12.706447853421324,5.534912702356695
