DATE,NGDPDSAIXARQ,NGDPDSAIXAUQ,NGDPDSAIXBRQ,NGDPDSAIXCAQ,NGDPDSAIXDEQ,NGDPDSAIXESQ,NGDPDSAIXFRQ,NGDPDSAIXGBQ,NGDPDSAIXIDQ,NGDPDSAIXITQ,NGDPDSAIXJPQ,NGDPDSAIXKRQ,NGDPDSAIXMXQ,NGDPDSAIXPLQ,NGDPDSAIXTRQ,NGDPDSAIXUSQ,NGDPDSAIXZAQ,NGDPNSAXDCARQ,NGDPNSAXDCAUQ,NGDPNSAXDCBRQ,NGDPNSAXDCCAQ,NGDPNSAXDCDEQ,NGDPNSAXDCESQ,NGDPNSAXDCFRQ,NGDPNSAXDCGBQ,NGDPNSAXDCIDQ,NGDPNSAXDCINQ,NGDPNSAXDCITQ,NGDPNSAXDCJPQ,NGDPNSAXDCKRQ,NGDPNSAXDCMXQ,NGDPNSAXDCPLQ,NGDPNSAXDCRUQ,NGDPNSAXDCSAQ,NGDPNSAXDCTRQ,NGDPNSAXDCUSQ,NGDPNSAXDCZAQ,NGDPRNSAXDCARQ,NGDPRNSAXDCAUQ,NGDPRNSAXDCBRQ,NGDPRNSAXDCDEQ,NGDPRNSAXDCESQ,NGDPRNSAXDCFRQ,NGDPRNSAXDCGBQ,NGDPRNSAXDCIDQ,NGDPRNSAXDCINQ,NGDPRNSAXDCITQ,NGDPRNSAXDCJPQ,NGDPRNSAXDCKRQ,NGDPRNSAXDCMXQ,NGDPRNSAXDCPLQ,NGDPRNSAXDCRUQ,NGDPRNSAXDCSAQ,NGDPRNSAXDCTRQ,NGDPRNSAXDCUSQ,NGDPRNSAXDCZAQ,NGDPRSAXDCARQ,NGDPRSAXDCAUQ,NGDPRSAXDCBRQ,NGDPRSAXDCCAQ,NGDPRSAXDCDEQ,NGDPRSAXDCESQ,NGDPRSAXDCFRQ,NGDPRSAXDCGBQ,NGDPRSAXDCIDQ,NGDPRSAXDCITQ,NGDPRSAXDCJPQ,NGDPRSAXDCKRQ,NGDPRSAXDCMXQ,NGDPRSAXDCPLQ,NGDPRSAXDCSAQ,NGDPRSAXDCTRQ,NGDPRSAXDCUSQ,NGDPRSAXDCZAQ,NGDPSAXDCARQ,NGDPSAXDCAUQ,NGDPSAXDCBRQ,NGDPSAXDCCAQ,NGDPSAXDCDEQ,NGDPSAXDCESQ,NGDPSAXDCFRQ,NGDPSAXDCGBQ,NGDPSAXDCIDQ,NGDPSAXDCITQ,NGDPSAXDCJPQ,NGDPSAXDCKRQ,NGDPSAXDCMXQ,NGDPSAXDCPLQ,NGDPSAXDCTRQ,NGDPSAXDCUSQ,NGDPSAXDCZAQ
1993-04-01,,59.8950130518,,70.6091384346,84.9623984732,,78.2547035983,69.6553447616,,,,59.3276868359,16.9411205865,,,71.4136187240,26.6839639295,,112313,,185214,431550,,287037.4,,,,,,78308100,411269.6,,,,,1701825,117848.2,,241134,,509534.22677782,,366876.93040564,,,,,,142664300,3472284.5,,,,,,574145.7,,244080,,292937.0,513780.51131764,,363941.96066747,318302,,,,141645800,3451166.0,,,,2659461.8,574835.4,,113397,,186340,436511,,284795.3,189803,97070400,,,77902300,406056.7,,,1702234.8,117932.2
1993-07-01,,59.7422522903,,70.3820368746,84.9162585193,,78.3274231320,70.3863639180,,,,59.9132186361,17.2971495281,,,71.8381461308,27.3741273708,,112990,,191739,441620,,279537.8,,,,,,80911100,415552.0,,,,,1724703,124611.5,,242875,,519641.26444913,,354273.51377399,,,,,,144405600,3465719.5,,,,,,587282.1,,244402,,295738.5,516777.70763665,,364300.39881521,321218,,,,144257300,3491260.3,,,,2672151.5,582207,,113257,,187517,438819,,285340.7,193552,100827700,,,80121600,419406.8,,,1720524.5,122533.9
1993-10-01,,59.9142219193,,70.8951456386,85.7028135547,,78.5248739897,71.1283538848,,,,60.7370162162,17.5555351960,,,72.2298233563,28.0195585951,,121827,,192938,460310,,290594.6,,,,,,85311800,427153.8,,,,,1793863,127618.7,,261631,,531490.89291617,,375133.97152013,,,,,,153500100,3519341.9,,,,,,593258.5,,248869,,297003.5,516429.22279116,,365544.11155803,323400,,,,147017900,3513116.2,,,,2708496.8,587176.1,,115659,,189692,442585,,287036.6,196921,104503800,,,82777600,428336.7,,,1753434.5,126493.5
1994-01-01,,60.1340250604,,71.1437539765,86.1678750638,,78.6797619568,71.4633663414,,,115.4501065009,62.6339383721,17.8598632913,,,72.5751270483,29.1836339477,,113465,,186254,439010,,290850.2,,,,,123456500,83453500,437556.0,,83958.0,,,1736453,128825.3,,244200,,514134.66611000,,367480.06500195,,,,,109110500,143155800,3525019.9,,,,,,571211.4,,252946,,301382.8,523591.36765597,,367924.10221340,326585,,,111569600,151306200,3548012.7,,,,2734779,586899.4,,117985,,193164,451158,,289475.3,199797,106704400,,127536175,87852800,440090.5,,,1778913.0,131686.6
1994-04-01,,60.1958767009,,71.1187495860,86.3654570659,,78.9490138472,71.1295979196,,,115.8375583072,63.8782529692,18.1903273929,,,72.9258121622,29.3868431487,,118329,,194634,447940,,296293.8,,,,,124907200,91513300,466091.3,,128671.0,,,1809569,133828.3,,253491,,520477.70545132,,375370.76198875,,,,,107765600,154928200,3663772.9,,,,,,596439.6,,255980,,305782.5,524845.94626769,,371596.40248175,329584,,,110952275,153774900,3628872.6,,,,2771840.3,592625.5,,119523,,195915,453276,,293365.1,200690,112168300,,127256150,91060000,458448.9,,,1811732.8,133897.3
1994-07-01,,61.5082992859,,71.7528762707,86.7134109935,,79.0622956315,71.3317508918,,,115.4184632300,65.2802421258,18.7360656658,,,73.3437973970,29.5764635891,,122011,,205656,460920,,289215.9,,,,,125739300,95615300,469525.4,,173840.0,,,1837412,138400.8,,258871,,531002.96823044,,363359.65966273,,,,,112077800,156472600,3622209.4,,,,,,606374.6,,257963,,309702.8,528470.39503926,,374901.66595138,332911,,,112225475,156361700,3649282.5,,,,2788044,599289.7,,123075,,200196,458245,,296399.2,203292,117815600,,128250750,94624000,474858.9,,,1832768.8,136276.7
1994-10-01,,60.5323924225,,72.1253446292,87.1727112021,,79.3016220026,72.3226519768,,,115.5368781659,65.6873923400,19.3493371056,,,73.7417221347,30.5188623600,,128869,,205428,481680,,303506.9,,,,,136813200,101911300,495353.7,,219345.0,,,1903751,144038.2,,271581,,546965.12055734,,387178.40420588,,,,,117568400,169393600,3696762.2,,,,,,615215.2,,260663,,311952.5,534882.84234795,,378294.46175573,334363,,,111789750,162507400,3688522.2,,,,2819983,610426.2,,122390,,202697,466262,,299986.9,207015,122815200,,127883875,98956500,495675.2,,,1863822.0,143232.0
1995-01-01,,61.6382236837,,72.6308044043,87.6102355098,63.8974152701,79.4762724257,72.5217222651,,,115.0423388609,67.0888021185,21.7575669011,43.9898753296,,74.1414036389,31.5758708378,,119804,,197209,456280,109165,304167.0,207146,,,227783.5,124499200,98054300,531554.4,78767.2,231080.5,,,1835136,145953.7,,251135,,525217.56236619,170041.89518469,380747.38375532,328015,,,,110525100,156877700,3510991.8,173829.10586647,,,,,594018.4,,260680,,314818.8,532966.13884447,176470.35073042,379530.73521624,336090,,,113019975,165904600,3518736.8,184535.32967473,,,2829987.8,611952,,124634,,205993,466923,112760,301630.1,208657,129132500,239203.7,128737800,103180500,531711.2,81169.8,,1880572.3,148563.2
1995-04-01,,62.1686659672,,73.0303000627,88.2815868410,64.4237177552,79.7143948105,73.0964531903,,,114.8123572766,68.8463920956,25.3860550031,45.3247986987,,74.4977991699,32.3136754437,,125162,,205659,466450,116633,306278.6,205413,,,244627.3,127481300,108417900,589126.4,84159.9,321551.8,,,1897414,151966.0,,259528,,530375.63517544,180169.74495956,383822.08528700,327940,,,,110855400,170434500,3321859.3,185730.08908970,,,,,606124.8,,261809,,314952.5,536869.64083622,177575.89396686,381940.48300086,336789,,,114083875,169258900,3306751.0,187992.69828588,,,2838430.3,613711.2,,126251,,207214,473947,114401,304454.7,210748,134602500,244654.5,129689875,108024400,583009.2,85199.9,,1895249.3,152471.6
1995-07-01,,62.0889314585,,73.2964300177,88.6237957332,64.8521774935,79.9711568327,73.6176847591,,,114.9326422790,70.1772504973,27.0570929090,46.5716364682,,74.8645119650,33.3138655747,,128169,,215915,477490,112398,297024.4,214346,,,242952.2,128698300,113779600,626038.0,88518.1,419097.1,,,1922816,160806.2,,265637,,538112.74899603,174584.36555098,369101.27302066,345357,,,,115234400,173299700,3353056.3,195347.90850277,,,,,628253.5,,267685,,315368.8,537845.49790750,178294.69590926,382547.89557089,340542,,,115421725,172772500,3377292.2,193335.12675395,,,2862577.5,617783,,128919,,208244,476649,115628,305921.1,214616,138124600,250116.9,131348200,112398400,634641.5,90031.5,,1920781.3,158233.9
1995-10-01,,63.2847577678,,73.6770011763,88.7865481608,65.5794485734,80.3751759046,74.4862422658,,,114.9945610298,69.4936429349,28.8314474757,45.4304543810,,75.2253762884,34.3348885051,,138945,,212838,494390,122392,310802.3,224940,,,272880.2,140934800,116736900,693673.6,93614.7,456792.7,,,1984341,164175.0,,284079,,551426.16073367,187172.84438179,391173.98976320,353711,,,,121655300,183328400,3464404.7,206595.58938530,,,,,634910.5,,267791,,316641.5,538054.61276944,179627.90947048,382410.12392704,341602,,,115710600,176004300,3454526.4,195673.88024384,,,2882016.8,619861,,131454,,210170,477710,117799,307355.9,217824,144556300,256197.7,131747875,113385500,691725.3,88887.8,,1943146.5,163632.1
1996-01-01,,63.1047455985,32.9965108535,73.8789834683,88.8158462140,66.1100614128,80.7629573368,75.2233532455,,72.4535772933,114.5256781634,70.9743727236,30.4874970938,50.2447441124,,75.5871660820,34.4408869201,,128068,189323.3,202701,462040,115776,312389.0,218363,,,247742.4,128185100,112294500,753553.5,97250.7,416756.4,,,1925298,164727.2,,261092,170920.0,524241.70378131,174002.76231957,385547.34199387,333842,,,347869.54194858,114432100,169643100,3559418.5,188561.37588861,,,,,617616.5,,272079,175747.9,317101.0,533645.80590908,180698.65593240,385255.69771825,343859,,357075.06457211,116640150,179362700,3534998.6,199821.36521512,,,2903604.5,631343.9,,133179,199796.9,211052,473952,119460,311136.9,221433,148095400,258708,132264750,118011100,748496.4,100391,,1967117.0,167177.9
1996-04-01,,63.7152215170,33.9444852810,74.1123749975,88.7252066819,66.5839717804,80.9647759049,76.5888806777,,73.0969252499,114.5605886012,71.3522475488,31.8730420624,51.7671698334,,75.9002061217,35.3873068615,,133787,204610.7,208638,471900,123286,313980.5,220687,,,260954.5,131526400,121161500,796387.2,104654.4,456943.3,,,2005097,174189.9,,270535,176708.7,534069.93392750,183999.37854480,387743.95761399,335853,,,360811.69897793,114539900,184170700,3585208.9,202188.93722676,,,,,640145.2,,273788,177234.8,319358.5,540894.95221201,182043.79981631,385812.00145267,344979,,357092.18619713,118135350,182986100,3573193.5,203860.63309853,,,2952035,638865.5,,135312,207275.9,213226,479900,121212,312364.8,226187,155257300,261017.7,134001075,121036100,790967.7,105523.7,,2008210.0,173818.3
1996-07-01,,63.5421011487,34.4247610653,74.4981115025,88.8794524441,67.3083717036,81.0560128532,77.1272845656,,73.4649876024,114.4392219614,72.1625212362,33.3299188646,53.6291713942,,76.1484706325,35.8297811543,,135300,221513.2,225185,485810,120174,306078.8,229453,,,255819.6,131449000,126073800,827442.0,108789.4,554889.5,,,2035136,180246.7,,272959,189844.3,545710.45444735,180252.26302487,376400.62179921,354435,,,351610.61584088,118197700,186973700,3603222.3,205988.22745120,,,,,651849.4,,276013,184115.8,322040.8,542707.23187775,183605.67789585,387403.04172679,348214,,357490.21694134,118290400,186204700,3625600.5,206073.31925926,,,2978515.8,646477.5,,136041,218369.8,216136,482345,123582,314006.4,229913,161280500,262624.4,134034800,124563700,839253,110505.8,,2032852.0,178088.6
1996-10-01,,63.8605412334,36.5127261753,75.0355462014,88.9727146106,67.6998822302,81.0924213569,76.9335804249,,73.8757950556,114.2271474292,72.4867898670,34.7039071516,57.8255112520,,76.5556275225,36.4197193623,,146042,239316.3,223310,501630,129967,319817.4,241490,,,281353.4,144401500,131321100,906779.1,121203.1,567306.1,,,2107536,182640.2,,297819,184112.9,558605.64107718,192656.81604747,396697.55494175,365880,,,368106.92006895,125462200,197120500,3751279.3,211333.49605453,,,,,659618.4,,278543,182292.1,324592.3,546749.98407980,184563.08629216,388686.36623256,352958,,356391.23439493,119608825,189354500,3740432.0,198909.79429890,,,3009443.8,652542.5,,137976,229320.4,219420,486448,124949,315188.1,232460,175618900,263281.1,135277550,127240000,901527.2,115010.6,,2064942.8,182719.1
1997-01-01,,64.0131339591,36.3898122499,75.2302551712,89.0494361277,67.6678136471,81.3291765800,75.8084535751,,74.6928566145,114.1710947970,72.8967737780,36.4047095457,57.7837974780,,77.0121387821,37.2164656138,,133620,219117.0,214418,465010,121938,315998.9,231367,,,252381.5,131282700,122408500,939015.7,117404.1,518270.1,,,2043501,183798.6,,268574,176732.3,525844.89542119,178664.53591282,387696.52223247,355137,,,344317.74662070,117606300,179873500,3702399.5,200126.64075599,,,,,637140.5,,280328,183937.7,328941.5,543909.40509076,186446.08889093,389916.06993726,358611,,357477.61090974,119906900,190240800,3754249.3,211413.98129721,,,3028868,655571.8,,139192,230611.6,222937,484338,126164,317108.4,232729,175599600,267004.4,135548125,128558600,949203.6,122152.4,,2090663.8,187583.2
1997-04-01,,63.7103543472,36.7833657456,75.0324204783,88.7653497612,67.8821413147,81.5867507864,76.0261706600,,74.8430695896,115.4281902545,73.1499565362,37.4511443815,59.7075611307,,77.1653443142,37.9865421461,,141702,232889.5,222456,485600,130471,324820.1,233834,,,272151.7,133776300,133583600,1014718.3,126961.7,544893.7,,,2129607,193374.3,,284307,185109.5,549544.16156868,190233.96634673,398084.58095477,360505,,,367562.41493432,115590900,198253700,3896080.4,212415.23453523,,,,,660552.3,,288775,185607.5,332643.3,550949.62079827,188148.14826215,393829.90534560,362573,,362381.35720441,119017275,196995400,3841296.0,214345.60452016,,,3079305.3,659684.9,,142708,235221.8,224853,489042,127719,321305.8,235976,179963400,271211.4,136023850,133585500,999129,127969.4,,2129706.3,192665.9
1997-07-01,,64.0640085311,37.5535968518,75.2376654628,89.2917706991,68.5774651820,81.7500354433,77.7097970956,,75.4547253540,115.1786390223,74.8165696463,38.9984145537,61.7510052560,,77.5020438576,38.7925386103,,143391,246178.5,236004,497640,127175,316646.5,242173,,,268550.1,133443400,139134800,1050794.4,131323.0,646862.5,,,2166479,199399.7,,286515,193244.9,556235.71722646,187139.04180082,385952.23340716,366078,,,359010.63629610,119183400,199804500,3906060.1,213152.79195360,,,,,667148.8,,289155,187565.8,336586.8,552622.53969379,190389.06054177,397612.92532212,365942,,364948.94243290,119251950,198555100,3922559.0,215168.57501995,,,3117752.5,660340.8,,143689,242681,228141,493436,130564,325041.4,243443,192183200,275365.2,135997400,137710800,1062417.3,132857.2,,2165705.8,196949.5
1997-10-01,,64.8070326527,37.3892550983,75.4497446200,89.2717748911,69.8591023517,82.0755150723,75.8923081682,,75.4006786478,115.3443267820,77.5804100281,40.4965254247,62.9093912961,,77.7603202772,39.6726818089,,154714,253904.1,234048,512900,139684,335311.1,246031,,,299274.0,145042900,146874900,1140385.9,146892.8,632487.7,,,2237891,202071.9,,309387,190996.0,569618.82854203,201936.61871741,410780.25988651,376747,,,383653.35070608,124888900,205509400,4038363.3,234489.13491838,,,,,671187.8,,293419,189084.0,339839.5,556804.80007928,192989.87088938,401782.69136478,371341,,371268.70356139,119292875,197649700,4032958.0,218879.84471953,,,3144373.8,660432,,147499,243574.7,230995,497059,134821,329757.8,241257,206867800,279933,136239775,142146900,1134279.7,137684,,2191476.8,201445.8
1998-01-01,,64.8532867741,38.6312869903,75.2553276534,89.3245304958,69.0622759191,82.3555220261,76.7778222470,,76.2487696899,115.2735961342,80.2733336375,41.8681139569,64.8439648526,8.0949046216,77.8708483238,40.1040652335,,142436,235700.7,223467,486830,130480,333929.4,242649,,,266311.6,130245300,131111000,1191012.8,136979.6,540610.4,,13449.125,2160728,200855.5,,285608,178513.0,548359.19503661,187764.38954878,404776.64091826,370482,,,356242.48432887,115554100,174597800,4084285.0,211137.92383780,,,169207.87100163,,643459.4,,295297,185662.6,344638.0,561997.50436215,194690.93606704,405710.14935502,374037,,368480.88907925,117838400,184173900,4094378.5,223178.96377182,,192563.39864859,3175935.5,662167,,148549,247112.2,233653,501991,134458,334117.2,245844,253872200,280956,134496150,137053000,1190556.7,144705.5,15581.384731,2216620.0,204171.2
1998-04-01,,64.7614948778,39.0779160821,75.2637846201,89.6414945745,69.9058722084,82.5114248966,76.9776914230,,76.7939526722,115.1097780216,77.8355306296,43.5401209130,66.6408508240,8.8787966678,78.0548370512,41.4582674647,,148700,251935.9,232123,493580,140009,339273.5,244175,,,285623.7,131963900,131834600,1249267.2,146667.4,588551.0,,16467.819,2249908,211533.3,,294547,187904.0,553377.86869001,198767.12965465,410600.66238298,369386,,,375713.34070823,114276200,184021800,4134896.5,220233.84535252,,,184176.31995170,,664733.5,,298186,188337.7,344820.5,559627.68948226,196899.03995926,408912.80869718,376421,,370670.10520984,117324125,182685900,4124483.3,223210.29466410,,191029.54844980,3205334.8,663103.5,,149790,253570.8,233803,501648,137644,337392.2,248055,268337700,284646,133718875,131817200,1247205.1,148736.3,16954.119199,2242424.8,211364.0
1998-07-01,,64.6922463670,39.2305854920,74.8760635546,89.7358964829,70.3819538728,82.5011471591,77.5728478857,,76.8533229731,114.6860374948,77.3956628506,45.2438719748,68.0781895993,10.0114328069,78.3854859222,41.9205738375,,151604,258043.3,242727,509740,136461,331343.6,250579,,,278593.1,130942600,134676500,1295346.5,152433.7,658950.8,,20735.679,2281422,215701.7,,301884,193932.1,566621.57163631,195282.48123402,400541.55981965,376970,,,366215.54554724,117462300,187002300,4138206.4,223717.41152761,,,208999.02268248,,668825.9,,303834,188495.4,347962.5,562276.30882252,198761.16449331,411295.89100234,377650,,371122.32307498,117536375,185877700,4145120.9,225352.41658970,,188341.61962815,3245688,661651,,152464,254774.6,234718,504553,139892,339316.2,250789,311370300,285213.6,133467650,133362300,1302493.8,153402.5,18847.906140,2280274.3,213252.8
1998-10-01,,64.8952702568,38.4586639014,75.0257641715,90.1023518344,71.6696170553,82.4916209054,77.9908936115,,77.7289996074,114.9267106976,76.4284147660,46.9818062293,69.3507180164,10.9498557846,78.6063825553,42.6054291633,,162516,256671.2,242231,524270,149043,347349.4,261098,,,308327.7,143345600,139593300,1357361.5,171022.1,784569.7,,21292.077,2370677,217642.9,,324283,188256.1,577355.94236262,209458.68717689,423381.64771365,391425,,,382708.18085680,123914100,197632900,4146856.2,245013.67288259,,,198193.12250218,,672190.8,,308581,186330.9,352677.3,559976.15590110,200920.55290118,414251.99127360,380155,,369304.60857731,118474650,190517300,4152151.2,226047.46036019,,187854.40217630,3297917.5,662288.1,,155332,246893.5,238374,504541,143999,341715.5,253813,315424400,287050.5,134815425,134982800,1354819.9,156751.9,20561.289542,2323497.8,216945.4
1999-01-01,,65.0241871673,40.6865110103,75.3757561718,90.0169540363,71.4256886407,82.5867886749,78.0523510621,,77.7936523202,114.3161065051,76.9762808517,48.7218909596,69.3896069872,12.1003195884,78.8609361021,43.1290570045,,151182,250668.0,234112,495440,141050,342820.8,254190,,,273581.8,128312000,133692300,1415470.3,147131.8,901346.9,,19500.039,2293136,217376.3,,300364,179883.3,553168.75152940,196169.30188772,414927.81256220,382048,,,359038.85874606,114854900,186867200,4176246.6,212998.13831764,,,159100.08975628,,650460.8,,310850,186906.0,359045.0,566458.62448797,202936.77743671,417006.45801001,382789,,371635.87775063,116850625,196298800,4188060.6,227866.04666230,,184687.51468267,3328899.3,668653.1,,156785,262001.8,243810,509898,144949,344384.5,255773,329139100,289102.8,132260950,140076000,1417149.9,158101.6,22338.548515,2352920.5,221722.3
1999-04-01,,65.1801375103,41.8370476079,76.2104381056,90.1175813457,71.6339083987,82.6628705148,78.4470617506,,77.9246509988,113.8964935896,75.6204640410,50.5346960973,70.4815058943,13.7329644534,79.1597921792,43.5219142963,,156505,268708.9,248064,504250,149831,349760.8,255048,,,292735.2,130500000,143533400,1483579.9,159996.4,1101501.3,,24544.172,2388422,225691.7,,308655,187151.0,562578.75656779,207859.02974214,422570.31913126,377448,,,379175.95309423,114143000,206407900,4232281.5,228047.71333430,,,180393.62631607,,677457.9,,311920,187512.2,362006.3,566458.62448797,205356.64455677,419571.07812638,384605,,373056.22002813,117292250,204902900,4219407.9,232638.84789899,,183646.40222679,3356687,673974.9,,157702,270284.5,248543,510468,147105,346821.7,258286,326795200,290696.4,132273500,143640400,1480880,163953.1,25209.677694,2381552.5,225522.7
1999-07-01,,65.6250029528,41.9873740897,77.0823942206,89.9642673980,72.0173650911,82.6285583112,78.1731977717,,78.1616990883,113.1789309365,77.7113182614,52.0823488687,71.7639230263,15.4210093845,79.4395219213,45.0910822093,,159844,274125.6,262465,520870,145954,344474.8,263079,,,286932.7,129485100,152776000,1540531.3,168909.7,1373066.1,,30184.140,2423648,238959.5,,314760,192737.0,577146.83441543,204490.70196780,415257.34837960,393619,,,370886.64324067,117744700,210992100,4262619.8,235535.06964091,,,200156.52883649,,687695.8,,315479,187628.7,367680.5,572731.73866643,208088.68845403,425830.99265643,390758,,376386.56424364,117918925,210601600,4259691.4,237293.48425711,,180548.98884736,3401192.8,681334,,160590,271424.2,255327,515243,149860,351850.1,261502,327497100,294183.7,132142425,151717300,1540804,170276.3,27830.975866,2421656.5,236205.1
1999-10-01,,65.6774460977,43.3065425850,77.4822430071,89.9445431530,73.0951227179,82.6868793424,78.8917316801,,78.4638048740,112.9893111598,77.6729601450,53.5093228015,74.3225623710,17.2140499944,79.8802115815,45.7400542167,,170708,294208.0,263286,538920,158888,363943.0,270931,,,321899.7,139772800,161451300,1595413.6,198492.4,1447319.2,,33145.907,2524828,243662.9,,332670,192336.8,595200.10306794,218285.13758441,442636.06517001,401394,,,395851.18765506,122890500,224216100,4287793.2,265421.16406390,,,196107.20230925,,697176.1,,320845,190342.1,372831.5,577471.38685285,210423.05492811,431564.26396726,396357,,381612.70509289,117953800,216680100,4301949.3,240806.91378233,,185942.74597804,3456995,688828.6,,163452,284000.4,260247,519393,153809,356839,267687,338663600,299421.3,131960050,156019200,1598723.8,178958.3,31995.055875,2475042.3,242240.3
2000-01-01,,67.3916189071,43.4819606693,78.4276827856,89.5928999815,73.6200873361,83.2935520169,79.2256049202,35.2066030533,78.8613605034,112.6263227880,77.7189140723,54.9611892637,74.7194938882,20.1392297923,80.4115574488,46.2101430625,,163067,276926.9,257878,514610,153800,362542.6,269011,,,290306.0,130540700,152607400,1680145.3,168139.6,1547008.3,,33421.822,2448892,244300.0,,313523,187799.5,576658.90972970,208035.00200190,435485.30216898,397128,,,376004.31416735,118542000,210585800,4412429.3,225889.72318259,,,165972.11251507,,673853.8,,322161,192456.8,378669.0,585713.95082656,213800.33044448,435166.03597473,401242,1012908500,386304.21849725,119969950,220786300,4391390.2,242398.93217797,,188871.06787223,3469536.8,696879.9,,168406,288318.8,267547,524747,157400,362457.1,272133,356522100,304638.1,133784425,159069900,1676242.5,181103.5,38021.466686,2500544.8,247590.4
2000-04-01,,67.6149658019,43.8204509242,79.6347010957,89.3391199172,74.0133642471,83.7019359052,79.1720006874,36.6707965576,79.3945429125,112.1458032623,77.4144682057,56.1471973656,75.7677049423,21.1073389138,80.9119213138,47.7415416595,,169054,292788.6,274521,519390,162872,368374.9,271026,,,309185.7,132188100,160404400,1739596.5,181144.4,1716839.6,,40505.292,2569266,257523.3,,322669,194596.6,584744.53986675,219021.83501085,440547.65245680,398808,,,393372.31579995,117401400,225287600,4465501.3,238793.67661854,,,193306.35416312,,700641.1,,325139,194936.7,383125.8,590453.73721287,216490.61821230,439623.13221993,404196,1007085100,388921.38117840,120527650,223728300,4446569.2,245071.63393212,,196224.51805068,3532727,703291.1,,170526,294307.3,274862,527495,160232,367964.8,273951,369214400,308775.6,133832900,160558100,1733931.1,185669,41400.665980,2561930.0,258148.8
2000-07-01,,69.0957914982,44.9920183748,80.4269627798,89.5941473624,74.5911274899,84.1771620991,79.3309352696,37.5588843352,79.5696135193,111.9349499848,77.6444303370,57.2176348002,76.8673254603,22.3499483114,81.3851705857,49.4955311389,,173902,308895.8,287734,532100,158993,362918.6,276536,,,302414.5,131084700,166224900,1791730.3,186781.9,2009580.4,,48270.842,2577927,273459.8,,325148,201534.7,591714.91226307,214635.45303316,429958.25903986,408140,,,383619.48376612,120531700,230172300,4505218.8,242385.95602300,,,217086.70300502,,723788.5,,325927,197491.6,387053.0,590174.93275250,218828.96146061,443334.36795285,406795,1031621800,391630.17277585,120563925,229891100,4495797.8,245872.66351030,,199146.92201615,3536328,710256.4,,174683,306136.2,280442,528751,163227,373177.9,276266,387369400,311611.8,133621475,165470900,1786550.8,188979.3,44490.849095,2579541.3,270283.6
2000-10-01,,68.9848336557,45.0323454059,81.0633312646,89.7933632091,75.5421799402,84.5067321818,79.4334791448,38.4135377276,80.1047708816,111.5562815471,78.3983456221,58.7086817739,76.7094209580,23.5638717775,81.8240581670,50.3183927846,,181670,320480.8,285938,542990,172186,384750.5,284179,,,339606.6,141604300,172397600,1805131.9,212417.5,2032218.0,,49296.253,2655636,277854.9,,337666,201179.5,601403.73404000,228484.56929546,455918.93809124,417568,,,408946.40443804,126141800,237505200,4428704.9,277896.68135984,,,210404.10593976,,728444.3,,324745,200018.3,387818.5,588432.34268519,221057.94341754,445965.26531163,409411,1061287200,397722.83718571,121727025,229145200,4444667.1,250444.74250242,,202007.93323408,3557441.3,716300.4,,173770,310330.8,283220,528362,166992,376862.2,278402,407576700,318588,134454150,166535500,1812259,192098,47581.228285,2608936.0,277115.3
2001-01-01,,70.2315665095,46.9053456732,81.8223446546,90.2529742052,76.4201573863,84.9408710238,80.0128681397,40.1241229954,80.7762956661,111.7091706308,80.0585278532,59.2489865289,77.1216502507,26.7145025195,82.3644545288,51.0403052697,,173188,312469.8,277284,530250,166581,379817.2,282898,,,307367.6,132737200,165662300,1830072.1,179442.7,1917058.0,,45113.304,2562488,278789.9,,319311,194325.7,589275.27962100,217033.44789495,448078.86460732,414187,,,389878.18834482,121548200,221365200,4441056.7,233317.00357288,,,170380.83935190,,699015.0,,328074,200443.3,390001.5,600264.40007135,223416.17053701,448013.48329872,413054,1053724500,399797.56420836,122642275,231953500,4472435.7,249512.34630469,,191654.76481842,3545780,720702.2,,178724,323925,287481,541745,170735,380538,282928,422692700,322934.6,135650750,172146300,1840364,192411.3,51178.468399,2617557.8,282818.4
2001-04-01,,70.3273165292,47.2765337412,81.7740864353,90.1720985725,76.9903486196,85.3850401237,80.7087769720,42.7325132208,81.5349103384,110.8108925141,81.0935292362,60.1486322442,78.5130276036,32.4971788468,82.8599561233,51.6494302277,,178642,323723.6,287272,532360,176446,383341.2,281585,,,326209.4,132066800,176302900,1864937.2,191091.0,2117126.7,,57893.405,2656407,287788.9,,327493,199123.0,593945.42774452,227311.42089707,449303.87608918,404978,,,403679.71897555,118633400,236420000,4468504.3,242150.48819002,,,179878.49539615,,726480.4,,330872,199438.9,391228.0,600055.30363606,225081.44474658,448749.58579134,414878,1064503000,398684.94080685,121713250,234966300,4439761.5,248721.63639726,,182370.93381647,3567923.5,724303.5,,180494,324852.4,288215,541071,173291,383156.4,286649,454775900,325060.3,133540650,176636700,1854659.1,195261.9,59240.928284,2649750.0,287623.7
