DATE,GEPUCURRENT
2014-09-01,123.56904569156701
2014-10-01,119.2752894720935
2014-11-01,114.06269296270335
2014-12-01,111.56148386006292
2015-01-01,136.2074456687438
2015-02-01,113.06244471047822
2015-03-01,103.92774565707833
2015-04-01,102.12560792232344
2015-05-01,106.3849656133266
2015-06-01,117.34185102397099
2015-07-01,128.47486155361636
2015-08-01,131.11653485012187
2015-09-01,174.36283314683533
2015-10-01,125.1895270736314
2015-11-01,101.82326809061053
2015-12-01,113.07181693284399
2016-01-01,149.57626443165924
2016-02-01,155.86889655793033
2016-03-01,166.25774960772344
2016-04-01,144.62258785369804
2016-05-01,132.82610679407824
2016-06-01,243.32540003490422
2016-07-01,236.19543219028301
2016-08-01,143.84831858884064
2016-09-01,149.05304042931746
2016-10-01,134.16656400591657
2016-11-01,251.40222195261256
2016-12-01,222.45293126238352
2017-01-01,265.88412342065817
2017-02-01,202.18544230695164
2017-03-01,235.46755757804897
2017-04-01,181.3023622623188
2017-05-01,165.97538691807088
2017-06-01,169.65747430607
2017-07-01,149.13257669067423
2017-08-01,141.12369298020795
2017-09-01,157.428409096903
2017-10-01,150.61468295365557
2017-11-01,155.85650747297603
2017-12-01,149.54209481534633
2018-01-01,151.65606984571693
2018-02-01,124.83805540730756
2018-03-01,168.48816789800168
2018-04-01,157.7025835105432
2018-05-01,175.9046381315384
2018-06-01,178.3403236510755
2018-07-01,223.6561373722488
2018-08-01,180.05261136704456
2018-09-01,195.98882496517754
2018-10-01,221.79691408233717
2018-11-01,247.3147665007648
2018-12-01,270.88023030704295
2019-01-01,263.34533070572263
2019-02-01,205.69826872219198
2019-03-01,250.9757904540478
2019-04-01,191.58887733633927
2019-05-01,241.4707898452788
2019-06-01,316.5279056378365
2019-07-01,262.01629522883627
2019-08-01,317.8178408237896
2019-09-01,273.8698727045372
2019-10-01,258.4812377557941
2019-11-01,253.49141229812759
2019-12-01,266.1575394424301
2020-01-01,228.0170478220765
2020-02-01,230.57920294462397
2020-03-01,356.9767040346537
2020-04-01,359.02798299825236
2020-05-01,431.6293150678934
2020-06-01,328.6724978859703
2020-07-01,352.1057149055917
2020-08-01,301.6853031810544
2020-09-01,290.01913964233427
2020-10-01,307.80814759182425
2020-11-01,368.45715643069946
2020-12-01,295.68254980198674
2021-01-01,280.6170065488931
2021-02-01,215.41356316007918
2021-03-01,215.270428820832
2021-04-01,199.43714755418497
2021-05-01,190.31999602069158
2021-06-01,178.80124496816697
2021-07-01,205.5256263636062
2021-08-01,216.49209109186424
2021-09-01,205.38882240469192
2021-10-01,195.29017471535607
2021-11-01,228.07670469101174
2021-12-01,266.17020009249717
2022-01-01,232.06081577947012
2022-02-01,191.9002697524315
2022-03-01,330.0518633417089
2022-04-01,303.0238943934004
2022-05-01,291.2759018164284
2022-06-01,275.22000126579275
2022-07-01,317.1823114299583
2022-08-01,257.1827252993847
2022-09-01,281.9251300065597
2022-10-01,301.3202716322131
2022-11-01,332.50356244107644
2022-12-01,263.5637250154216
2023-01-01,247.3790650878338
2023-02-01,243.44193198025172
2023-03-01,310.6251425597003
2023-04-01,231.77836974296108
2023-05-01,228.35578850454962
2023-06-01,229.68149388445357
2023-07-01,226.29645107749036
2023-08-01,211.1261149624379
2023-09-01,243.90284350022662
2023-10-01,226.127265619646
2023-11-01,246.89084669356527
2023-12-01,255.78101094852303
2024-01-01,229.75101842058095
2024-02-01,197.89534244154248
2024-03-01,181.23943535125116
2024-04-01,163.41586191416206
